ID,YEAR,MONTH,CIRCUIT_NO,APP_CODE,REGION,VILLAGE,SUBDISTRICT,DISTRICT,PROVINCE,AP_NAME,IP_ADDRESS,UPLOAD,DOWNLOAD,NUM_USERS,NUM_DEVICES
18,2563,ธันวาคม,5445d9001,SR683980,ภ.3,หมู่ 13 ค้างหงษ์ใหม่,จุน,จุน,พะเยา,PYO-SR683980,172.18.74.106," 1,945.20 "," 54,472.21 ",457,93
19,2563,ธันวาคม,5448d9000,SR684454,ภ.3,หมู่ 1 ตุ่นใต้,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR684454,172.18.74.10," 1,703.73 "," 48,595.42 ",789,129
20,2563,ธันวาคม,5448d9001,SR684456,ภ.3,หมู่ 3 ตุ่นกลาง,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR684456,172.18.74.18," 4,664.64 "," 107,266.67 ",2314,236
21,2563,ธันวาคม,5448d9002,SR684457,ภ.3,หมู่ 4 บัว,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR684457,172.18.74.90," 7,701.50 "," 129,258.87 ",1495,229
22,2563,ธันวาคม,5448d9003,SR684460,ภ.3,หมู่ 7 ตุ่นใต้,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR684460,172.18.74.2," 6,339.91 "," 92,207.44 ",622,56
23,2563,ธันวาคม,5448d9004,SR684461,ภ.3,หมู่ 8 สันกว๊าน,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR684461,172.18.74.42," 1,621.28 "," 30,831.80 ",351,86
24,2563,ธันวาคม,5448d9005,SR684473,ภ.3,หมู่ 1 สางใต้,บ้านสาง,เมืองพะเยา,พะเยา,PYO-SR684473,172.18.74.82," 4,448.10 "," 65,131.76 ",265,92
25,2563,ธันวาคม,5448d9006,SR684474,ภ.3,หมู่ 2 สางเหนือ,บ้านสาง,เมืองพะเยา,พะเยา,PYO-SR684474,172.18.74.74, 680.62 ," 32,115.52 ",214,89
26,2563,ธันวาคม,5448d9007,SR684475,ภ.3,หมู่ 3 สันเวียงใหม่,บ้านสาง,เมืองพะเยา,พะเยา,PYO-SR684475,172.18.74.66," 3,374.89 "," 46,366.18 ",503,84
27,2563,ธันวาคม,5448d9008,SR684476,ภ.3,หมู่ 4 สันเวียงใหม่,บ้านสาง,เมืองพะเยา,พะเยา,PYO-SR684476,172.18.74.58," 5,678.59 "," 28,289.22 ",393,31
28,2563,ธันวาคม,5448d9009,SR684477,ภ.3,หมู่ 5 สันป่าค่าง,บ้านสาง,เมืองพะเยา,พะเยา,PYO-SR684477,172.18.74.50, 317.86 ," 4,348.89 ",379,75
29,2563,ธันวาคม,5445d9002,SR770408,ภ.3,หมู่ 4 เซี้ยะ,จุน,จุน,พะเยา,PYO-SR770408,172.18.74.98," 13,873.79 "," 314,095.28 ",1298,117
30,2563,ธันวาคม,5448d9010,SR770983,ภ.3,หมู่ 10 ทุ่งกิ่ว,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR770983,172.18.74.34," 7,919.85 "," 169,871.58 ",1315,132
31,2563,ธันวาคม,5448d9011,SR771381,ภ.3,หมู่ 2 ตุ่นกลาง,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR771381,172.18.74.26," 1,244.65 "," 12,618.70 ",652,114
32,2563,ธันวาคม,5531d9000,SR685807,ภ.3,หมู่ 6 หนองหญ้าปล้อง,ชมพู,เนินมะปราง,พิษณุโลก,PLK-SR685807,172.18.98.50," 4,096.71 "," 89,664.61 ",755,165
33,2563,ธันวาคม,5523d9001,SR686095,ภ.3,หมู่ 7 หนองหัวยาง,ท่าทอง,เมืองพิษณุโลก,พิษณุโลก,PLK-SR686095,172.18.98.34," 4,877.52 "," 62,728.85 ",1080,245
34,2563,ธันวาคม,5523d9000,SR686097,ภ.3,หมู่ 9 ไผ่วง,ท่าทอง,เมืองพิษณุโลก,พิษณุโลก,PLK-SR686097,172.18.98.42," 4,577.41 "," 101,771.88 ",1100,165
35,2563,ธันวาคม,5526d9000,SR686104,ภ.3,หมู่ 3 ยางโทน,วัดพริก,เมืองพิษณุโลก,พิษณุโลก,PLK-SR686104,172.18.98.18," 38,947.07 "," 361,502.31 ",1538,195
36,2563,ธันวาคม,5526d9001,SR723724,ภ.3,หมู่ 10 หัวกระทิง,ท่าโพธิ์,เมืองพิษณุโลก,พิษณุโลก,PLK-SR723724,172.18.98.26," 8,344.80 "," 229,724.09 ",1612,317
37,2563,ธันวาคม,5537d9000,SR723771,ภ.3,หมู่ 5 ไผ่ขอดอน,ไผ่ขอดอน,เมืองพิษณุโลก,พิษณุโลก,PLK-SR723771,172.18.98.2, 9.88 , 209.78 ,50,18
38,2563,ธันวาคม,5537d9001,SR769133,ภ.3,หมู่ 1 หนองอ้อ,สมอแข,เมืองพิษณุโลก,พิษณุโลก,PLK-SR769133,172.18.98.10, 538.05 ," 7,518.31 ",215,88
39,2563,ธันวาคม,3226d9000,SR691953,ภ.1,หมู่ 2 บ้านหนองน้ำขุ่น,บ้านคา,บ้านคา,ราชบุรี,RBR-SR691953,172.16.36.18," 4,984.18 "," 114,131.11 ",471,78
40,2563,ธันวาคม,3226d9001,SR691956,ภ.1,หมู่ 5 บ้านหนองปล้อง,บ้านคา,บ้านคา,ราชบุรี,RBR-SR691956,172.16.36.26," 3,060.21 "," 64,634.80 ",354,66
41,2563,ธันวาคม,3226d9002,SR691974,ภ.1,หมู่ 4 บ้านหนองจอกบน,หนองพันจันทร์,บ้านคา,ราชบุรี,RBR-SR691974,172.16.36.34," 6,499.00 "," 170,425.22 ",1852,360
42,2563,ธันวาคม,3226d9003,SR692203,ภ.1,หมู่ 4 บ้านนาขุนแสน,สวนผึ้ง,สวนผึ้ง,ราชบุรี,RBR-SR692203,172.16.36.2," 33,134.27 "," 405,790.10 ",1510,100
43,2563,ธันวาคม,3226d9004,SR692210,ภ.1,หมู่ 6 บ้านโป่งยอ,ป่าหวาย,สวนผึ้ง,ราชบุรี,RBR-SR692210,172.16.36.10," 1,898.00 "," 37,989.67 ",363,104
44,2563,ธันวาคม,3226d9005,SR692220,ภ.1,หมู่ 10 บ้านหนองหิน,ท่าเคย,สวนผึ้ง,ราชบุรี,RBR-SR692220,172.16.36.66, 978.14 ," 33,188.12 ",397,145
45,2563,ธันวาคม,3226d9006,SR692221,ภ.1,หมู่ 12 บ้านโป่งเก้ง,ท่าเคย,สวนผึ้ง,ราชบุรี,RBR-SR692221,172.16.36.74," 5,925.08 "," 113,736.05 ",388,32
46,2563,ธันวาคม,3226d9007,SR728522,ภ.1,หมู่ 14 บ้านหนองไผ่ป่า,บ้านคา,บ้านคา,ราชบุรี,RBR-SR728522,172.16.36.42," 13,881.00 "," 312,340.95 ",1415,198
47,2563,ธันวาคม,3226d9008,SR728524,ภ.1,หมู่ 16 บ้านหนองน้ำขุ่นเหนือ,บ้านคา,บ้านคา,ราชบุรี,RBR-SR728524,172.16.36.50," 7,139.48 "," 86,247.04 ",441,69
48,2563,ธันวาคม,3226d9009,SR728530,ภ.1,หมู่ 5 บ้านหนองจอก,หนองพันจันทร์,บ้านคา,ราชบุรี,RBR-SR728530,172.16.36.58," 5,440.56 "," 122,504.17 ",561,86
49,2563,ธันวาคม,3226d9010,SR728886,ภ.1,หมู่ 6 บ้านท่าเคย,ท่าเคย,สวนผึ้ง,ราชบุรี,RBR-SR728886,172.16.36.82," 12,128.34 "," 215,932.88 ",1808,131
50,2563,ธันวาคม,3226d9011,SR768961,ภ.1,หมู่ 4 บ้านชัฏหนองหมี,ท่าเคย,สวนผึ้ง,ราชบุรี,RBR-SR768961,172.16.36.90, 960.55 ," 22,520.88 ",349,55
51,2563,ธันวาคม,5429d9000,SR729856,ภ.3,หมู่ 5 ทุ่ง,สบปราบ,สบปราบ,ลำปาง,LPG-SR729856,172.18.134.2," 15,760.66 "," 318,902.06 ",1419,79
52,2563,ธันวาคม,4282d9000,SR693632,ภ.2,หมู่ 4 นาป่าหนาด,เขาแก้ว,เชียงคาน,เลย,LEI1-SR693632,172.17.94.2," 11,228.21 "," 248,556.65 ",2953,115
53,2563,ธันวาคม,4282d9001,SR693639,ภ.2,หมู่ 12 นาป่าหนาด,เขาแก้ว,เชียงคาน,เลย,LEI1-SR693639,172.17.94.10," 13,521.85 "," 255,288.51 ",1616,98
54,2563,ธันวาคม,4281d9000,SR694033,ภ.2,หมู่ 2 หนองหญ้าไซ,นาดินดำ,เมืองเลย,เลย,LEI1-SR694033,172.17.94.18," 13,773.56 "," 244,108.57 ",1054,60
55,2563,ธันวาคม,4281d9001,SR694038,ภ.2,หมู่ 9 หนองหญ้าไซ,นาดินดำ,เมืองเลย,เลย,LEI1-SR694038,172.17.94.26," 1,876.53 "," 38,005.70 ",888,79
56,2563,ธันวาคม,4566d9000,SR694198,ภ.2,หมู่ 6 ไร่เจริญ,จานใหญ่,กันทรลักษ์,ศรีสะเกษ,SSK1-SR694198,172.17.102.2," 3,879.36 "," 60,475.34 ",885,166
57,2563,ธันวาคม,4566d9001,SR694329,ภ.2,หมู่ 15 สันติสุข,ภูเงิน,กันทรลักษ์,ศรีสะเกษ,SSK1-SR694329,172.17.102.10," 2,335.39 "," 27,357.30 ",677,236
58,2563,ธันวาคม,4561d9000,SR694468,ภ.2,หมู่ 7 หนองกี่,ยาง,กันทรารมย์,ศรีสะเกษ,SSK1-SR694468,172.17.102.34," 16,687.10 "," 333,600.06 ",1058,71
59,2563,ธันวาคม,4567d9000,SR695041,ภ.2,หมู่ 10 ขนวน,สำโรงปราสาท,ปรางค์กู่,ศรีสะเกษ,SSK1-SR695041,172.17.102.18," 6,097.31 "," 181,173.21 ",552,59
60,2563,ธันวาคม,4569d9000,SR695118,ภ.2,หมู่ 16 หนองขุนศรี,เสียว,โพธิ์ศรีสุวรรณ,ศรีสะเกษ,SSK1-SR695118,172.17.102.50," 3,593.92 "," 53,054.85 ",721,186
61,2563,ธันวาคม,4567d9001,SR695254,ภ.2,หมู่ 7 โพธิ์เงิน,ละลม,ภูสิงห์,ศรีสะเกษ,SSK1-SR695254,172.17.102.26," 4,907.87 "," 124,198.21 ",277,37
62,2563,ธันวาคม,4569d9001,SR695285,ภ.2,หมู่ 9 งิ้ว,เมืองจันทร์,เมืองจันทร์,ศรีสะเกษ,SSK1-SR695285,172.17.102.58," 11,956.23 "," 208,076.86 ",1635,170
63,2563,ธันวาคม,4561d9001,SR695391,ภ.2,หมู่ 4 จอม,บึงบอน,ยางชุมน้อย,ศรีสะเกษ,SSK1-SR695391,172.17.102.42," 9,651.03 "," 168,084.73 ",750,62
64,2563,ธันวาคม,7471d9000,SR697391,ภ.4,หมู่ 6 น้ำหรา,ทุ่งนุ้ย,ควนกาหลง,สตูล,STN-SR697391,172.19.22.98," 12,905.42 "," 274,564.58 ",1250,159
65,2563,ธันวาคม,7478d9000,SR697421,ภ.4,หมู่ 5 ควนพัฒนา,ท่าเรือ,ท่าแพ,สตูล,STN-SR697421,172.19.22.34," 23,368.39 "," 440,846.57 ",2112,124
66,2563,ธันวาคม,7471d9001,SR697487,ภ.4,หมู่ 3 โคกพิลา,ควนโพธิ์,เมืองสตูล,สตูล,STN-SR697487,172.19.22.90," 37,623.63 "," 614,987.09 ",2347,88
67,2563,ธันวาคม,7478d9001,SR697510,ภ.4,หมู่ 11 ทุ่งเสม็ด,กำแพง,ละงู,สตูล,STN-SR697510,172.19.22.10," 3,977.26 "," 65,817.21 ",768,229
68,2563,ธันวาคม,7478d9002,SR732505,ภ.4,หมู่ 7 สวนไทย,แป-ระ,ท่าแพ,สตูล,STN-SR732505,172.19.22.50," 5,549.61 "," 113,283.36 ",1431,255
69,2563,ธันวาคม,7478d9003,SR732517,ภ.4,หมู่ 1 ป่าแก่บ่อหิน,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,STN-SR732517,172.19.22.58," 21,137.16 "," 443,966.37 ",1886,223
70,2563,ธันวาคม,7478d9004,SR732518,ภ.4,หมู่ 6 ทุ่งขมิ้น,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,STN-SR732518,172.19.22.18," 15,907.64 "," 371,434.46 ",2084,285
71,2563,ธันวาคม,7478d9005,SR732519,ภ.4,หมู่ 7 เขาแดง,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,STN-SR732519,172.19.22.42," 33,648.67 "," 491,587.37 ",2407,241
72,2563,ธันวาคม,7471d9002,SR768077,ภ.4,หมู่ 3 เขาน้อย,ย่านซื่อ,ควนโดน,สตูล,STN-SR768077,172.19.22.74," 1,641.81 "," 32,969.59 ",271,47
73,2563,ธันวาคม,7471d9003,SR770873,ภ.4,หมู่ 3 ซอย (ควนล่อน),ควนกาหลง,ควนกาหลง,สตูล,STN-SR770873,172.19.22.82," 14,993.05 "," 230,975.49 ",1325,135
74,2563,ธันวาคม,7478d9006,SR771761,ภ.4,หมู่ 2 คลองห้วยป่า,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,STN-SR771761,172.19.22.26," 38,283.16 "," 729,525.86 ",2247,148
75,2563,ธันวาคม,7471d9004,SR771895,ภ.4,หมู่ 8 ผัง 42,อุไดเจริญ,ควนกาหลง,สตูล,STN-SR771895,172.19.22.66," 7,690.84 "," 132,466.53 ",987,105
76,2563,ธันวาคม,7471d9005,SR812799,ภ.4,หมู่ 9 ควนดินดำ,ปาล์มพัฒนา,มะนัง,สตูล,STN-SR812799,172.19.22.2, 795.97 ," 11,308.00 ",310,119
77,2563,ธันวาคม,3724d9000,SR697893,ภ.5,หมู่ 7 คลองน้ำเขียว,ท่าแยก,เมืองสระแก้ว,สระแก้ว,SKE-SR697893,172.19.70.2," 1,584.87 "," 32,194.43 ",600,116
78,2563,ธันวาคม,3724d9001,SR697894,ภ.5,หมู่ 9 คลองปาโด,ท่าแยก,เมืองสระแก้ว,สระแก้ว,SKE-SR697894,172.19.70.82," 5,424.91 "," 111,914.52 ",762,94
79,2563,ธันวาคม,3724d9002,SR697896,ภ.5,หมู่ 11 น้อย,ท่าแยก,เมืองสระแก้ว,สระแก้ว,SKE-SR697896,172.19.70.74," 31,106.51 "," 417,866.48 ",1501,143
80,2563,ธันวาคม,3724d9003,SR697899,ภ.5,หมู่ 14 น้ำล้อม,ท่าแยก,เมืองสระแก้ว,สระแก้ว,SKE-SR697899,172.19.70.10," 14,698.45 "," 304,695.83 ",1305,147
81,2563,ธันวาคม,3724d9004,SR697912,ภ.5,หมู่ 11 คลองหมากนัด,บ้านแก้ง,เมืองสระแก้ว,สระแก้ว,SKE-SR697912,172.19.70.66," 5,786.48 "," 162,850.38 ",746,81
82,2563,ธันวาคม,3724d9005,SR697914,ภ.5,หมู่ 14 เนินดินแดง,บ้านแก้ง,เมืองสระแก้ว,สระแก้ว,SKE-SR697914,172.19.70.58," 6,626.21 "," 172,676.94 ",1058,133
83,2563,ธันวาคม,3724d9006,SR697932,ภ.5,หมู่ 8 หนองขี้เห็น,โคกปี่ฆ้อง,เมืองสระแก้ว,สระแก้ว,SKE-SR697932,172.19.70.42," 4,296.01 "," 88,094.41 ",651,137
84,2563,ธันวาคม,3724d9007,SR697933,ภ.5,หมู่ 10 บะขมิ้น,โคกปี่ฆ้อง,เมืองสระแก้ว,สระแก้ว,SKE-SR697933,172.19.70.50," 14,812.45 "," 379,115.43 ",979,110
85,2563,ธันวาคม,3724d9008,SR697946,ภ.5,หมู่ 6 คลองบุหรี่,หนองบอน,เมืองสระแก้ว,สระแก้ว,SKE-SR697946,172.19.70.34," 8,948.43 "," 157,299.42 ",443,68
86,2563,ธันวาคม,3724d9009,SR697947,ภ.5,หมู่ 7 คลองบุหรี่ใต้,หนองบอน,เมืองสระแก้ว,สระแก้ว,SKE-SR697947,172.19.70.26," 2,605.15 "," 58,241.95 ",386,63
87,2563,ธันวาคม,3724d9010,SR697949,ภ.5,หมู่ 11 คลองหินเทิน,หนองบอน,เมืองสระแก้ว,สระแก้ว,SKE-SR697949,172.19.70.18," 13,094.05 "," 215,941.56 ",901,72
88,2563,ธันวาคม,3724d9011,SR733521,ภ.5,หมู่ 4 ท่าแยก,หนองบอน,เมืองสระแก้ว,สระแก้ว,SKE-SR733521,172.19.70.90," 4,838.80 "," 82,657.97 ",471,125
89,2563,ธันวาคม,4231d9000,SR702229,ภ.2,หมู่ 3 หนองแวง,กุดดู่,โนนสัง,หนองบัวลำภู,NLP-SR702229,172.17.196.50," 3,135.46 "," 54,310.43 ",1040,90
90,2563,ธันวาคม,4231d9001,SR702230,ภ.2,หมู่ 4 กุดคอเมย,กุดดู่,โนนสัง,หนองบัวลำภู,NLP-SR702230,172.17.196.58," 15,070.84 "," 218,295.93 ",1630,111
91,2563,ธันวาคม,4231d9002,SR702232,ภ.2,หมู่ 6 หนองเม็ก,กุดดู่,โนนสัง,หนองบัวลำภู,NLP-SR702232,172.17.196.66," 6,415.66 "," 136,574.40 ",722,48
92,2563,ธันวาคม,4231d9003,SR702234,ภ.2,หมู่ 9 หนองแวง,กุดดู่,โนนสัง,หนองบัวลำภู,NLP-SR702234,172.17.196.74," 12,662.13 "," 208,446.81 ",1047,66
93,2563,ธันวาคม,4231d9004,SR702238,ภ.2,หมู่ 14 หนองเจริญ,กุดดู่,โนนสัง,หนองบัวลำภู,NLP-SR702238,172.17.196.82," 14,310.15 "," 176,125.20 ",1303,100
94,2563,ธันวาคม,4231d9005,SR702461,ภ.2,หมู่ 2 เหล่านาดี,ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,NLP-SR702461,172.17.196.10," 49,893.33 "," 531,348.18 ",1977,64
95,2563,ธันวาคม,4231d9006,SR702464,ภ.2,หมู่ 5 ดอนข่า,ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,NLP-SR702464,172.17.196.18," 1,846.21 "," 17,124.02 ",140,30
96,2563,ธันวาคม,4231d9007,SR702465,ภ.2,หมู่ 6 หนองอุ,ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,NLP-SR702465,172.17.196.26," 10,681.93 "," 261,525.94 ",1122,87
97,2563,ธันวาคม,4231d9008,SR702466,ภ.2,หมู่ 7 ทรายมูล,ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,NLP-SR702466,172.17.196.34," 10,502.52 "," 161,632.16 ",2622,186
98,2563,ธันวาคม,4231d9009,SR737053,ภ.2,หมู่ 10 กุดแข้,ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,NLP-SR737053,172.17.196.42," 14,438.45 "," 277,325.48 ",1373,56
99,2563,ธันวาคม,4231d9010,SR812990,ภ.2,หมู่ 5 ตาดไฮ,โคกม่วง,โนนสัง,หนองบัวลำภู,NLP-SR812990,172.17.196.2," 14,321.20 "," 253,128.30 ",1196,54
100,2563,ธันวาคม,7561d9009,SR707346,ภ.4,หมู่ 5 บ้านนา,หน้าเขา,เขาพนม,กระบี่,KBI-SR707346,172.18.168.18," 29,905.55 "," 488,466.48 ",2844,141
101,2563,ธันวาคม,7561d9004,SR664653,ภ.4,หมู่ 7 ต้นหาร,หน้าเขา,เขาพนม,กระบี่,KBI-SR664653,172.18.168.66," 13,778.23 "," 313,389.52 ",923,70
102,2563,ธันวาคม,7561d9010,SR707348,ภ.4,หมู่ 2 โคกหาร,โคกหาร,เขาพนม,กระบี่,KBI-SR707348,172.18.169.34," 9,115.69 "," 186,703.60 ",825,52
103,2563,ธันวาคม,7561d9007,SR664691,ภ.4,หมู่ 6 ควนใต้,ห้วยน้ำขาว,คลองท่อม,กระบี่,KBI-SR664691,172.18.168.34," 15,487.57 "," 285,809.73 ",1353,111
104,2563,ธันวาคม,7561d9006,SR664687,ภ.4,หมู่ 2 ห้วยทุ่งเสม็ด,ห้วยน้ำขาว,คลองท่อม,กระบี่,KBI-SR664687,172.18.168.42," 3,130.10 "," 80,239.43 ",911,159
105,2563,ธันวาคม,7561d9001,SR664642,ภ.4,หมู่ 7 โคกคา,สินปุน,เขาพนม,กระบี่,KBI-SR664642,172.18.168.194," 12,703.20 "," 226,158.67 ",1486,281
106,2563,ธันวาคม,7561d9011,SR707415,ภ.4,หมู่ 1 ทรายขาว,ลำทับ,ลำทับ,กระบี่,KBI-SR707415,172.18.168.10," 12,495.64 "," 262,642.93 ",848,151
107,2563,ธันวาคม,7561d9002,SR664643,ภ.4,หมู่ 8 สะท้อนกลวง,สินปุน,เขาพนม,กระบี่,KBI-SR664643,172.18.168.202," 5,916.81 "," 83,628.04 ",609,98
108,2563,ธันวาคม,7568d9001,SR707459,ภ.4,หมู่ 5 ถ้ำเสือ,อ่าวลึกใต้,อ่าวลึก,กระบี่,KBI-SR707459,172.18.170.210," 1,833.65 "," 44,677.76 ",215,51
109,2563,ธันวาคม,7561d9003,SR664644,ภ.4,หมู่ 10 ทุ่งปอง,สินปุน,เขาพนม,กระบี่,KBI-SR664644,172.18.168.210," 31,155.29 "," 412,043.43 ",1473,166
110,2563,ธันวาคม,7561d9005,SR664655,ภ.4,หมู่ 1 ไสหร้า,โคกหาร,เขาพนม,กระบี่,KBI-SR664655,172.18.168.82," 23,133.89 "," 446,531.48 ",1462,102
111,2563,ธันวาคม,7561d9013,SR769867,ภ.4,หมู่ 2 เพหลา,เพหลา,คลองท่อม,กระบี่,KBI-SR769867,172.18.170.162," 19,140.77 "," 363,899.55 ",1867,217
112,2563,ธันวาคม,7561d9012,SR767960,ภ.4,หมู่ 5 บางเตียว,เพหลา,คลองท่อม,กระบี่,KBI-SR767960,172.18.170.146," 2,582.68 "," 43,024.13 ",698,94
113,2563,ธันวาคม,7561d9008,SR664776,ภ.4,หมู่ 3 ไสโป๊ะใต้,เหนือคลอง,เหนือคลอง,กระบี่,KBI-SR664776,172.18.170.194," 28,375.65 "," 325,190.42 ",1695,141
114,2563,ธันวาคม,7568d9000,SR664830,ภ.4,หมู่ 3 ควนผักเหมียง,อ่าวลึกใต้,อ่าวลึก,กระบี่,KBI-SR664830,172.18.170.218," 3,172.31 "," 67,230.51 ",729,63
115,2563,ธันวาคม,3451d9018,SR665148,ภ.1,หมู่ 2 โป่งนก,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR665148,172.16.0.58," 2,026.34 "," 29,992.46 ",390,53
116,2563,ธันวาคม,3451d9019,SR665151,ภ.1,หมู่ 6 วังปลาหมู,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR665151,172.16.0.66, 491.96 ," 9,439.26 ",292,41
117,2563,ธันวาคม,3451d9024,SR707815,ภ.1,หมู่ 8 นางแอ้ง,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR707815,172.16.1.34," 13,189.30 "," 195,616.94 ",1168,82
118,2563,ธันวาคม,3461d9000,SR664953,ภ.1,หมู่ 7 หนองน้ำขุ่น,บ้านใหม่,ท่าม่วง,กาญจนบุรี,KRI-SR664953,172.16.6.218," 10,395.62 "," 145,662.63 ",763,109
119,2563,ธันวาคม,3461d9001,SR664955,ภ.1,หมู่ 10 เขานางพิมพ์,บ้านใหม่,ท่าม่วง,กาญจนบุรี,KRI-SR664955,172.16.7.90," 18,005.24 "," 331,158.71 ",1206,133
120,2563,ธันวาคม,3461d9030,SR664921,ภ.1,หมู่ 15 หนองกะทะ,รางสาลี่,ท่าม่วง,กาญจนบุรี,KRI-SR664921,172.16.2.82," 8,629.56 "," 153,808.40 ",634,52
121,2563,ธันวาคม,3451d9015,SR665136,ภ.1,หมู่ 1 ดงยาง,วังเย็น,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR665136,172.16.0.34," 4,024.35 "," 43,608.58 ",446,65
